book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
5540,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,Antony and Cleopatra,eng,3.67,20594,369,2123,7948,8298,5373
5541,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)",en-US,4.05,21629,164,764,5311,9075,8595
5542,Christopher Pike,2010,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",en-US,4.14,17343,549,1052,2875,4005,9053
5543,Zane,1998,Addicted,eng,4.26,13677,442,672,1944,3591,8531
5544,Kristen Simmons,2012,"Article 5 (Article 5, #1)",en-US,3.78,23732,1007,2127,6014,8111,7737
5545,"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic",unknown,4.37,16769,152,324,1945,5815,9717
5546,Laurelin Paige,2013,"Found in You (Fixed, #2)",eng,4.27,27097,219,723,3903,10649,13768
5547,Lara Adrian,2008,"Midnight Rising (Midnight Breed, #4)",eng,4.23,26597,149,682,4582,10267,12982
5548,Karin Slaughter,2002,"Kisscut (Grant County, #2)",eng,4.12,18833,165,616,4035,9035,8399
5549,"Miranda July, Brigitte Sire",2011,It Chooses You,eng,3.88,16044,690,1336,3584,4480,6285
5550,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,eng,3.94,15491,428,1029,3658,6593,5865
5551,"Mario Vargas Llosa, Edith Grossman",2000,The Feast of the Goat,eng,4.22,10961,189,557,2348,6291,7773
5552,Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng,4.25,18551,300,617,2866,6885,10209
5553,Miranda July,2015,The First Bad Man,eng,3.58,15560,885,1914,4602,6088,3809
5554,Tad Williams,1993,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng,4.19,18356,187,657,3118,6749,8702
5555,Jay Crownover,2013,"Jet (Marked Men, #2)",eng,4.09,32332,239,1063,6256,13787,12242
5556,John Banville,2005,The Sea,eng,3.49,16558,937,2471,5705,6140,3746
5557,"James Patterson, David Ellis",2014,Invisible,eng,4.05,14518,268,705,3536,7704,6754
5558,Dean Koontz,1993,Mr. Murder,eng,3.72,19904,329,1584,6533,7362,4930
5559,Gail Carriger,2010,"Changeless (Parasol Protectorate, #2)",eng,4.0,30703,172,1084,7387,14794,10027
5560,L.E. Modesitt Jr.,1991,The Magic of Recluce (The Saga of Recluce #1),eng,3.84,18879,457,1402,4952,7109,5889
5561,John Jakes,1974,"The Bastard (Kent Family Chronicles, #1)",en-GB,4.09,18287,186,653,3923,6791,7599
5562,Ben H. Winters,2012,"The Last Policeman (The Last Policeman, #1)",eng,3.76,14725,232,1025,5173,8774,3460
5563,George R. Stewart,1949,Earth Abides,eng,3.96,17200,410,1231,3943,6678,6844
5564,"Douglas Preston, Lincoln Child",1999,Thunderhead,eng,4.09,19704,146,607,4138,8216,7756
5565,Darren Shan,2002,"Allies of the Night (Cirque du Freak, #8)",unknown,4.19,18649,128,686,3587,6605,9289
5566,Thea Harrison,2011,"Dragon Bound (Elder Races, #1)",eng,4.13,29920,776,1461,5063,10837,14485
5567,L.M. Montgomery,1919,"Rainbow Valley (Anne of Green Gables, #7)",eng,4.0,27353,212,1369,6925,10355,10436
5568,Stephen King,2005,The Colorado Kid (Hard Case Crime #13),eng,3.28,19406,1068,3597,8765,6130,2962
5569,"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw (Oxford Bookworms),eng,3.85,18113,326,1187,4909,6243,5544
5570,John Saul,1991,Darkness,unknown,3.92,17338,223,794,4744,6013,5686
5571,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,eng,4.28,14574,148,345,2131,4793,7498
5572,Lisa Kleypas,2004,"Again the Magic (Wallflowers, #0)",eng,4.05,24978,475,1081,5211,9597,10061
5573,Anne Rivers Siddons,1998,Low Country,eng,3.96,16364,172,600,4147,6475,5192
5574,Jennifer Donnelly,2010,Revolution,eng,4.02,20607,592,1363,4626,8627,9635
5575,Eric S. Nylund,2001,Halo: The Fall of Reach,eng,4.25,14525,96,432,2462,5746,7803
5576,Kim Harrison,2013,"Ever After (The Hollows, #11)",eng,4.45,22312,69,274,2270,8588,14830
5577,Frank De Felitta,1975,Audrey Rose,unknown,3.86,17688,301,1187,5042,5533,5825
5578,Nathan  Hill,2016,The Nix,eng,4.12,20807,372,1029,3985,9628,10246
5579,Sophie Jordan,2011,"Vanish (Firelight, #2)",en-US,3.95,25947,476,1645,6345,9236,9818
5580,Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,eng,4.66,18641,60,157,1075,3478,14070
5581,J. Sheridan Le Fanu,1872,Carmilla,eng,3.83,21582,338,1449,7088,9344,6773
5582,Garth Nix,2004,"Drowned Wednesday (The Keys to the Kingdom, #3)",en-US,3.85,21267,217,1151,6456,8307,6112
5583,Melina Marchetta,2003,Saving Francesca,eng,3.97,24398,643,1501,5587,10096,9565
5584,K.A. Linde,2012,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253,1444,2174,5960,9706,10226
5585,"James Patterson, Maxine Paetro",2012,"Confessions of a Murder Suspect (Confessions, #1)",eng,3.89,19223,538,1552,5304,7683,7609
5586,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,203,561,3305,7786,9400
5587,Chris Bohjalian,2008,Skeletons at the Feast,unknown,3.99,18706,311,846,3968,8762,6359
5588,Sue Grafton,1994,"L is for Lawless (Kinsey Millhone, #12)",unknown,3.91,22383,111,727,6844,9542,6533
5589,Jerry Spinelli,2003,Milkweed,eng,4.0,19461,329,1032,4327,7542,7362
5590,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party,unknown,4.22,18297,200,669,3376,4740,9409
5591,William Gibson,1993,"Virtual Light (Bridge, #1)",eng,3.84,16273,134,906,5272,7689,4444
5592,Craig Ferguson,2009,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033,444,799,3838,7232,6116
5593,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181,397,1268,4800,6310,5227
5594,Sarah MacLean,2010,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US,4.08,27201,527,1145,5301,11221,11645
5595,Charlotte Rogan,2012,The Lifeboat,eng,3.2,18260,796,3605,8615,5897,1681
5596,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo Vadis,eng,4.13,18466,326,966,3527,6522,9030
5597,Amy Ewing,2014,"The Jewel (The Lone City, #1)",eng,3.86,21247,713,1827,5852,8886,8191
5598,Chris d'Lacey,2001,"The Fire Within (The Last Dragon Chronicles, #1)",eng,3.76,22634,968,2203,5865,6732,7541
5599,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016,108,513,3170,7350,10335
5600,Nora Roberts,2008,"The Hollow (Sign of Seven, #2)",en-US,4.11,23983,219,957,4993,8894,10340
5601,"Deborah Guarino, Steven Kellogg",1989,Is Your Mama a Llama?,unknown,4.16,19267,259,793,3760,5466,9295
5602,Anna Todd,2013,"After We Collided (After, #2)",eng,3.73,16338,1619,2520,5459,6492,8737
5603,Jacob Tomsky,2012,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",unknown,3.54,16181,596,1836,5894,6199,3219
5604,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,202,634,3100,7051,6402
5605,David Wong,2012,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",en-US,4.26,15031,94,381,2466,6967,8145
5606,"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,unknown,4.17,14600,322,707,2442,3897,7395
5607,Matthew Reilly,2005,"Seven Deadly Wonders (Jack West Jr, #1)",eng,4.08,15374,437,919,3083,6268,7699
5608,Cherrie Lynn,2009,"Unleashed (Ross Siblings, #1)",eng,3.89,27833,580,1571,7119,11411,8723
5609,Laurell K. Hamilton,2006,"Mistral's Kiss (Merry Gentry, #5)",en-US,4.03,25340,456,1695,5877,8400,11440
5611,Larissa Ione,2009,Desire Unchained (Demonica #2),eng,4.25,26939,239,768,4093,9898,13521
5612,"Dean Koontz, Leigh Nichols",2000,Cold Fire / Hideaway / The Key to Midnight,eng,4.16,17581,291,540,3153,5715,7882
5613,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,602,1829,5770,8169,6090
5614,Laura Dave,2015,Eight Hundred Grapes,unknown,3.58,14135,373,1618,5989,6819,2858
5615,Fannie Flagg,1998,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307,199,1066,5513,7936,5024
5616,Irvine Welsh,1998,Filth,eng,3.76,16162,463,1351,4679,6637,4541
5617,Lori Lansens,2005,The Girls,eng,3.79,16201,377,1168,4640,7583,4357
5618,Janet Evanovich,2016,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021,291,1624,7442,8110,5681
5619,Sandra Brown,1999,The Alibi,eng,4.03,17729,177,707,4254,7586,6730
5620,Wiley Cash,2012,A Land More Kind Than Home,eng,3.84,15318,311,902,4603,7969,4361
5621,Ann M. Martin,1986,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng,3.94,21952,616,1473,5790,6114,9193
5622,Roland Smith,2012,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",unknown,4.17,17887,306,712,3463,4758,8930
5623,Sheri  Fink,2013,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng,3.87,15344,356,1108,4001,6810,5021
5624,"Henning Mankell, Steven T. Murray",1996,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094,210,564,3567,8339,5701
5625,Sarah Vowell,2008,The Wordy Shipmates,en-US,3.66,17541,470,1568,5652,7337,3759
5626,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,eng,3.81,17016,344,1409,5574,7916,5509
5627,Norman Maclean,1976,A River Runs Through It and Other Stories,eng,4.17,16501,211,655,2972,6343,7935
5628,"María Dueñas, Daniel Hahn",2009,The Time in Between,eng,4.04,10166,252,861,3367,7395,6595
5629,Toni Morrison,1997,Paradise,eng,3.77,17524,685,1415,4877,6688,5414
5630,William Gibson,1996,Idoru (Bridge #2),eng,3.78,16099,147,1003,5421,7423,3939
5631,Kristan Higgins,2013,"The Best Man (Blue Heron, #1)",eng,3.93,18998,629,1001,4553,7774,7020
5632,Diana Wynne Jones,1990,"Castle in the Air (Howl's Moving Castle, #2)",unknown,3.93,22964,175,1119,6799,11091,7586
5633,Jude Watson,2011,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng,4.14,18168,332,739,3602,5110,8686
5634,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.0,18997,455,886,4030,7784,7068
5635,Penelope Ward,2016,RoomHate,eng,4.07,21136,555,1378,4529,9143,10721
5636,Elizabeth Scott,2008,Living Dead Girl,en-US,3.83,22014,819,1845,5781,7976,7906
5638,Kristen Ashley,2012,"Law Man (Dream Man, #3)",en-US,4.33,33220,211,745,4303,12340,18256
5639,Kathy Reichs,2000,"Deadly Decisions (Temperance Brennan, #3)",en-US,3.93,21646,135,865,6562,10221,6935
5640,Brené Brown,2015,Rising Strong,en-GB,4.19,22022,506,922,3320,8037,11134
5641,Alan Bradley,2013,"Speaking from Among the Bones (Flavia de Luce, #5)",eng,4.17,21892,242,540,3474,10822,9469
5642,"James Patterson, Maxine Paetro",2009,Swimsuit,eng,3.63,18462,707,1907,6321,6749,4768
5643,Elisabeth Elliot,1956,Through Gates of Splendor,en-US,4.38,16487,162,337,1951,4938,9674
5644,Tarryn Fisher,2012,"Dirty Red (Love Me with Lies, #2)",eng,4.22,26888,281,868,3864,9830,12284
5645,Holly Black,2015,The Darkest Part of the Forest,eng,3.91,22992,491,1487,5577,10166,7777
5646,Susan Elizabeth Phillips,1998,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,24117,174,704,4437,9459,11064
5647,"خالد الخميسي, Khaled Al Khamissi",2006,تاكسي: حواديت المشاوير,ara,3.68,11981,439,1139,4102,5416,3125
5648,Gail Tsukiyama,1994,The Samurai's Garden,en-US,4.12,17024,145,558,3152,7152,6767
5649,Sally   Thorne,2016,The Hating Game,eng,4.24,21426,432,1049,3720,9290,14111
5650,Julia Heaberlin,2015,Black-Eyed Susans,eng,3.78,14886,383,1134,4866,8273,4194
5651,Penny Reid,2013,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612,811,1635,6111,10828,10564
5652,"Scott Westerfeld, Keith Thompson",2011,"Goliath (Leviathan, #3)",eng,4.25,23911,167,559,3594,9438,11633
5653,"Akira Amano, JN Productions, Frances E. Wall",2004,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",unknown,4.22,15102,397,750,2404,3362,8530
5654,Karin Slaughter,2012,"Criminal (Will Trent, #6)",eng,4.21,18592,171,522,3134,8309,9126
5655,Tom Clancy,2000,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US,3.79,18399,414,1400,5479,7608,5289
5656,Sue Grafton,2013,"W is for Wasted (Kinsey Millhone, #23)",eng,3.86,17357,267,963,5789,9555,5528
5657,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,en-US,4.21,15870,277,525,2514,5550,7841
5658,James Herriot,1976,All Things Wise and Wonderful,unknown,4.39,20524,109,245,2467,7537,11956
5659,Sherrilyn Kenyon,2005,Sins of the Night (Dark-Hunter #7),eng,4.18,28341,130,890,5620,10622,13205
5660,Beth Revis,2013,"Shades of Earth (Across the Universe, #3)",eng,4.11,24612,445,1146,4734,9221,11293
5661,Ursula K. Le Guin,1990,"Tehanu (Earthsea Cycle, #4)",eng,3.89,19503,375,1435,5643,8668,7086
5662,Amy Tintera,2013,"Reboot (Reboot, #1)",eng,3.92,23300,502,1494,5622,10225,7976
5663,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,eng,3.88,17102,366,960,4257,7936,5065
5664,Jon Meacham,2012,Thomas Jefferson: The Art of Power,eng,3.99,18546,692,843,3518,7755,7045
5665,Agatha Christie,1936,"Murder in Mesopotamia (Hercule Poirot, #14)",eng,3.86,21207,108,957,7300,9946,6181
5666,Iain M. Banks,1996,"Excession (Culture, #5)",en-US,4.19,16330,104,544,3026,7117,8042
5667,Pearl Cleage,1997,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853,359,1568,5728,6439,4350
5668,Sue Grafton,1990,"G is for Gumshoe (Kinsey Millhone, #7)",eng,3.9,22311,69,631,7360,10467,6237
5669,David Baldacci,2013,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,4.03,14491,132,643,4106,8871,6344
5670,Irvin D. Yalom,1989,Love's Executioner and Other Tales of Psychotherapy,unknown,4.18,14013,237,547,2468,5725,7157
5671,Trudi Canavan,2009,"The Magician's Apprentice (Black Magician, #0.5)",eng,3.94,17128,325,1049,4419,7005,6291
5672,Steven Erikson,2007,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539,98,328,2179,6949,9739
5673,Frank E. Peretti,1999,The Visitation,unknown,3.91,16142,347,1125,4049,5683,5803
5674,"Joe Hill, Gabriel Rodríguez",2010,"Locke & Key, Vol. 3: Crown of Shadows",en-US,4.41,19683,121,262,1942,7404,11626
5675,The Arbinger Institute,2000,Leadership and Self-Deception: Getting Out of the Box,unknown,4.11,13531,303,717,2684,5249,6753
5676,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)",eng,3.76,16389,439,1425,5008,6079,4901
5677,Lisa Kleypas,2008,"Blue-Eyed Devil (Travises, #2)",en-US,4.21,25508,247,872,4225,9712,12425
5678,Graham Greene,1958,Our Man in Havana,eng,3.94,15460,83,647,4277,8698,4729
5679,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,eng,4.29,15625,183,466,2226,5070,8421
5680,"James Patterson, Marshall Karp",2011,Kill Me If You Can,eng,4.0,16879,287,773,3982,7122,6452
5681,Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, #9)",unknown,4.22,18194,146,658,3231,6353,9399
5682,Corrie ten Boom,1974,Tramp for the Lord,unknown,4.47,16680,117,262,1717,4353,10528
5683,"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,unknown,4.16,17938,252,853,3460,4893,8832
5684,"Laurell K. Hamilton, Laural Merlington",2007,"A Lick of Frost (Merry Gentry, #6)",eng,4.12,24148,372,1379,4999,8487,12154
5685,"Orson Scott Card, James Cameron",1989,The Abyss,eng,4.06,16318,137,495,3626,6248,5986
5686,Paula Brackston,1991,"The Witch's Daughter (The Witch's Daughter, #1)",en-US,3.54,17694,621,2198,7280,7554,3783
5687,"Katarina Bivald, Alice Menzies",2013,The Readers of Broken Wheel Recommend,eng,3.56,14571,591,2076,6815,7816,3588
5688,Dennis Lehane,2012,"Live by Night (Coughlin, #2)",eng,3.89,14275,219,858,4098,7770,4577
5689,Amy Plum,2012,"Until I Die (Revenants, #2)",en-US,4.17,24203,341,1035,4255,8127,11607
5690,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,en-US,4.04,14511,499,790,3094,5908,6776
5691,"Karen Kingsbury, Gary Smalley",2002,"Remember (Redemption, #2)",eng,4.41,16303,106,363,1846,4788,9882
5692,James Patterson,2013,"Alex Cross, Run (Alex Cross, #20)",unknown,4.03,14434,139,584,4227,7954,6403
5693,Christian Lander,2008,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,3.76,15888,414,1294,4620,5603,4473
5694,Nora Roberts,2014,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng,4.06,14167,258,1146,4523,7238,8974
5695,Stephen R. Donaldson,1977,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng,3.99,18594,494,1038,3911,7492,7343
5696,Marian Keyes,2009,The Brightest Star in the Sky,en-GB,3.65,17413,605,1780,6051,6778,4535
5697,Heather Dixon,2011,Entwined,en-US,3.87,28950,776,2219,7258,10297,9986
5698,Rachel Dratch,2012,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",unknown,3.57,16604,610,1779,5769,5927,3547
5699,Gabriel García Márquez,1961,El coronel no tiene quien le escriba,spa,3.71,13206,401,1406,5821,7380,4242
5700,J.M. Coetzee,1980,Waiting for the Barbarians,eng,3.94,14830,297,1039,3894,7429,5794
5701,Willy Lindwer,1988,The Last Seven Months of Anne Frank,unknown,4.34,15096,284,333,1807,4417,8534
5702,Walter Isaacson,2014,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890,481,693,2882,6481,6273
5703,Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,414,1735,6198,6994,3831
5704,Ernest Hemingway,1937,To Have and Have Not,eng,3.57,16074,469,1917,6388,6719,3477
5705,Ken Follett,2001,Jackdaws,eng,3.91,17489,167,863,5131,8680,5541
5706,محمد السالم,2013,حبيبتي بكماء,ara,3.3,12690,2522,2008,2414,1917,4578
5707,Neal Stephenson,2004,"The System of the World (The Baroque Cycle, #3)",en-US,4.3,16106,129,454,2187,6167,8836
5708,Ben Mikaelsen,1997,"Touching Spirit Bear (Spirit Bear, #1)",eng,3.85,17706,725,1400,4201,6249,6275
5709,Rachel Kushner,2013,The Flamethrowers,eng,3.46,13225,811,2029,4423,4827,2852
5710,Jeaniene Frost,2013,"Twice Tempted (Night Prince, #2)",en-GB,4.3,26598,153,640,3892,10605,14451
5711,Deborah Feldman,2012,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,3.67,8516,433,1345,4754,5991,3440
5712,Kiera Cass,2014,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng,4.03,23695,319,1346,5813,7983,10135
5713,Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,3.85,17271,536,1405,4310,5641,6034
5714,Alastair Reynolds,2003,Redemption Ark,eng,4.13,16484,83,398,3008,8167,6403
5715,Steve Berry,2007,"The Venetian Betrayal (Cotton Malone, #3)",en-US,3.94,18403,195,786,4737,8330,5786
5716,T.S. Eliot,1963,"Collected Poems, 1909-1962",eng,4.29,17192,162,483,2510,5491,9122
5717,Lloyd C. Douglas,1942,The Robe,en-US,4.2,18903,167,605,3310,6569,8829
5718,"Walt Disney Company, Ellen Titlebaum",2002,Beauty and the Beast,unknown,4.39,14811,174,439,2127,3170,9655
5719,Anton DiSclafani,2013,The Yonahlossee Riding Camp for Girls,eng,3.34,15769,720,2642,6737,5832,2181
5720,Kylie Scott,2014,"Lead (Stage Dive, #3)",eng,4.32,29239,145,658,4138,12166,16892
5721,Kelley Armstrong,2007,"No Humans Involved (Women of the Otherworld, #7)",eng,4.2,23191,109,542,4336,9454,10716
5722,"Joseph Delaney, Patrick  Arrasmith",2007,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",unknown,4.12,18279,187,620,4209,7654,8526
5723,Gavin de Becker,1997,The Gift of Fear: Survival Signals That Protect Us from Violence,unknown,4.19,14609,194,587,3086,6513,8328
5724,Jennifer Echols,2010,"Endless Summer (The Boys Next Door, #1-2)",eng,4.02,18438,417,1223,3860,5275,7867
5725,Lincoln Peirce,2010,"Big Nate Strikes Again (Big Nate Novels, #2)",en-US,4.23,20480,572,979,2989,4898,11522
5726,Mary Kubica,2016,Don't You Cry,unknown,3.57,17399,578,2056,7077,8212,3707
5727,Willard F. Harley Jr.,1986,"His Needs, Her Needs: Building an Affair-Proof Marriage",eng,4.11,15008,331,715,2808,5008,7014
5728,Nora Roberts,2006,"Dance of the Gods (Circle Trilogy, #2)",eng,4.13,23060,209,978,4677,8132,10384
5729,Kelly Creagh,2010,"Nevermore (Nevermore, #1)",en-US,3.87,24570,1247,2177,5169,6910,9999
5730,"Sadegh Hedayat, D.P. Costello",1937,The Blind Owl,en-US,3.99,5168,401,819,2221,3814,4935
5731,"Eric Litwin, James Dean",2010,Pete the Cat: I Love My White Shoes,en-US,4.41,19122,292,527,2042,4586,11879
5732,"Jonathan Stroud, Simon  Jones",2010,"The Ring of Solomon (Bartimaeus, #0.5)",eng,4.19,18809,329,568,3380,7850,9591
5733,R.L. Stine,1992,"Welcome to Dead House (Goosebumps, #1)",en-US,3.82,19171,451,1763,5906,5438,7089
5734,Louise Erdrich,2003,The Master Butchers Singing Club,unknown,4.02,16821,213,692,3569,7727,6011
5735,Glen Cook,1986,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",en-US,4.2,16663,273,590,2584,6462,8182
5736,Abbi Glines,2015,"Until Friday Night (The Field Party, #1)",eng,4.01,20813,615,1435,4798,8481,9706
5737,Melinda Haynes,1999,Mother of Pearl,en-US,3.67,17378,464,1373,5501,6517,3777
5738,Chris Cleave,2016,Everyone Brave is Forgiven,eng,3.8,16183,362,1190,5437,8621,4776
5739,Michael Crichton,1975,The Great Train Robbery,unknown,3.84,17309,241,1208,5294,7930,5234
5740,Danielle Steel,2003,Safe Harbour,unknown,4.04,16205,333,703,3650,5311,6732
5741,Kristin Hannah,2004,The Things We Do for Love,en-GB,4.05,16190,167,559,3914,8153,6418
5742,Juliet Marillier,2000,"Son of the Shadows (Sevenwaters, #2)",eng,4.32,21544,113,470,3051,8016,11947
5743,Ken Follett,1980,The Key to Rebecca,eng,3.86,16616,172,861,5321,8890,4683
5744,Chloe Neill,2011,"Hard Bitten (Chicagoland Vampires, #4)",en-US,4.17,28656,278,949,5240,11250,13140
5745,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,4.26,16134,482,427,2018,4650,8604
5746,Fisher Amelie,2012,"Vain (The Seven Deadly, #1)",eng,4.25,10427,600,1036,3600,8530,14636
5747,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,eng,3.93,16637,369,1403,4419,7067,6849
5748,Nora Roberts,2000,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",en-US,4.14,22274,123,824,4711,8222,10004
5749,Lara Adrian,2008,"Veil of Midnight (Midnight Breed, #5)",eng,4.26,25116,130,603,4063,9551,12701
5750,James Rollins,1999,Subterranean,eng,4.01,17425,211,857,4196,6957,6655
5751,Allison Pearson,2001,I Don't Know How She Does It,en-US,3.3,15456,1002,2829,6336,4911,2625
5752,"Garth Ennis, Steve Dillon",2001,"Preacher, Volume 9: Alamo",eng,4.33,17930,275,564,2126,5078,10086
5753,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",eng,4.18,12969,306,805,3179,8272,9838
5754,"Jorge Luis Borges, Andrew Hurley",1998,Collected Fictions,eng,4.58,16474,101,216,1050,3853,11527
5755,Holly Black,2002,Valiant (Modern Faerie Tales #2),eng,3.92,26108,527,1873,6713,9040,9681
5756,John le Carré,1989,The Russia House,unknown,3.9,17293,210,804,4735,7545,5134
5757,Jennifer Lynn Barnes,2010,"Raised by Wolves (Raised by Wolves, #1)",eng,3.94,24936,816,1764,5358,7845,9832
5758,Harlan Coben,2006,Promise Me (Myron Bolitar #8),eng,3.96,18168,100,609,4866,9503,5609
5759,L.J. Smith,2011,"Midnight (The Vampire Diaries: The Return, #3)",en-US,3.78,20566,1052,2302,5507,5569,8337
5760,Sherrilyn Kenyon,2006,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",en-US,4.15,27311,192,1067,5616,9921,12685
5761,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,3.99,15249,392,851,3443,5444,6222
5762,T.R. Ragan,2011,Abducted (Lizzy Gardner #1),eng,3.94,8828,295,859,3605,6833,5264
5763,"Richard Bachman, Stephen King",1981,Roadwork,en-US,3.59,18479,494,2162,6977,5825,4564
5764,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, #16)",en-US,3.92,17260,170,683,4930,7538,5231
5765,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,4.04,15362,234,621,3210,6547,5757
5766,Dennis Lehane,2008,The Given Day (Coughlin #1),en-US,4.03,16528,271,820,3610,8450,6585
5767,"Gina Mayer, Mercer Mayer",1994,Just Me in the Tub (Mercer Mayer's Little Critter),unknown,4.24,17335,228,593,3250,4024,9284
5768,Nicole  Williams,2013,"Crush (Crash, #3)",en-US,4.24,26188,270,906,4031,9269,13465
5769,Mira Grant,2011,"Deadline (Newsflesh Trilogy, #2)",en-US,4.1,18636,293,811,3389,7688,8000
5770,Harlan Coben,2009,Long Lost  (Myron Bolitar #9),eng,3.94,17996,142,824,4944,9011,5867
5771,Karin Slaughter,2005,"Faithless (Grant County, #5)",en-US,4.11,16833,189,560,3455,7879,7299
5772,Jill Bolte Taylor,2006,My Stroke of Insight: A Brain Scientist's Personal Journey,en-US,3.86,14734,259,1378,4614,6702,5556
5773,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 06: This Sorrowful Life",eng,4.32,18655,87,323,2434,7020,9668
5774,"Isabel Allende, Margaret Sayers Peden",2006,Inés of My Soul,en-US,3.9,13539,249,970,4206,6888,5098
